Study fwfm logloss 0 16,fwfm,logloss,0,16,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,0,0.3962306666695936,0.7503367066383362,0.39713165460312244,0.7487632036209106,0.39625511730820745,0.7493414282798767,80.92229580879211,1.4766356945037842,bcelogitloss,avazu
Study fwfm auc 0 16,fwfm,auc,0,16,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,0,0.3962306666695936,0.7503367066383362,0.39713165460312244,0.7487632036209106,0.39625511730820745,0.7493414282798767,82.77453589439392,1.5342342853546143,bcelogitloss,avazu
Study fwfm logloss 0 8,fwfm,logloss,0,8,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,0,0.3979790418212833,0.7470883131027222,0.3986547579619268,0.7460017204284668,0.397789907830944,0.7465364933013916,83.65167903900146,1.4939661026000977,bcelogitloss,avazu
Study fwfm auc 0 8,fwfm,auc,0,8,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,0,0.3979790418212833,0.7470883131027222,0.3986547579619268,0.7460017204284668,0.397789907830944,0.7465364933013916,84.69380474090576,1.51556396484375,bcelogitloss,avazu
Study fwfm logloss 0 16,fwfm,logloss,0,16,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,1,0.39159970482797096,0.7592153549194336,0.39386271156549374,0.754851222038269,0.39296116126629,0.75550377368927,80.92442727088928,1.5261569023132324,bcelogitloss,avazu
Study fwfm auc 0 16,fwfm,auc,0,16,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,1,0.39159970482797096,0.7592153549194336,0.39386271156549374,0.754851222038269,0.39296116126629,0.75550377368927,82.98293328285217,1.5185022354125977,bcelogitloss,avazu
Study fwfm logloss 0 8,fwfm,logloss,0,8,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,1,0.39412991421713633,0.7544400691986084,0.3956041299098147,0.751672625541687,0.3947202958670478,0.7522779703140259,83.19495916366577,1.4930517673492432,bcelogitloss,avazu
Study fwfm auc 0 8,fwfm,auc,0,8,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,1,0.39412991421713633,0.7544400691986084,0.3956041299098147,0.751672625541687,0.3947202958670478,0.7522779703140259,87.52987170219421,1.5199737548828125,bcelogitloss,avazu
Study fwfm logloss 0 16,fwfm,logloss,0,16,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,2,0.38798274368442454,0.7658251523971558,0.3919330000244874,0.7583274841308594,0.3910067149868028,0.7590088248252869,81.5836877822876,1.5677225589752197,bcelogitloss,avazu
Study fwfm auc 0 16,fwfm,auc,0,16,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,2,0.38798274368442454,0.7658251523971558,0.3919330000244874,0.7583274841308594,0.3910067149868028,0.7590088248252869,82.86566472053528,1.5191113948822021,bcelogitloss,avazu
Study fwfm logloss 0 8,fwfm,logloss,0,8,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,2,0.3911551287809641,0.7600575685501099,0.39364853964867275,0.75527024269104,0.39274680383893035,0.7559106349945068,82.77368259429932,1.4588425159454346,bcelogitloss,avazu
Study fwfm auc 0 8,fwfm,auc,0,8,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,2,0.3911551287809641,0.7600575685501099,0.39364853964867275,0.75527024269104,0.39274680383893035,0.7559106349945068,87.35414981842041,1.5064599514007568,bcelogitloss,avazu
Study fwfm logloss 0 16,fwfm,logloss,0,16,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,3,0.3853548629876234,0.7703452706336975,0.39098828760663457,0.7600017786026001,0.3900392156911245,0.760711133480072,80.75760984420776,1.5725505352020264,bcelogitloss,avazu
Study fwfm auc 0 16,fwfm,auc,0,16,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,3,0.3853548629876234,0.7703452706336975,0.39098828760663457,0.7600017786026001,0.3900392156911245,0.760711133480072,84.58593821525574,1.5631828308105469,bcelogitloss,avazu
Study fwfm logloss 0 8,fwfm,logloss,0,8,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,3,0.3886869417542923,0.7646100521087646,0.39231960398694304,0.757687509059906,0.39139913161280143,0.7583528757095337,85.54106497764587,1.6998076438903809,bcelogitloss,avazu
Study fwfm auc 0 8,fwfm,auc,0,8,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,3,0.3886869417542923,0.7646100521087646,0.39231960398694304,0.757687509059906,0.39139913161280143,0.7583528757095337,83.29446315765381,1.6391866207122803,bcelogitloss,avazu
Study fwfm logloss 0 16,fwfm,logloss,0,16,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,4,0.3835559052910486,0.77315354347229,0.3906151331582279,0.760669469833374,0.3896513131548986,0.7613834142684937,81.61486482620239,1.4847865104675293,bcelogitloss,avazu
Study fwfm auc 0 16,fwfm,auc,0,16,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,4,0.3835559052910486,0.77315354347229,0.3906151331582279,0.760669469833374,0.3896513131548986,0.7613834142684937,82.47233843803406,1.4930469989776611,bcelogitloss,avazu
Study fwfm logloss 0 8,fwfm,logloss,0,8,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,4,0.38666880333602394,0.768101692199707,0.3914571036561159,0.7591748237609863,0.3905238001363873,0.7598501443862915,84.91001629829407,1.5113542079925537,bcelogitloss,avazu
Study fwfm auc 0 8,fwfm,auc,0,8,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,4,0.38666880333602394,0.768101692199707,0.3914571036561159,0.7591748237609863,0.3905238001363873,0.7598501443862915,83.7881031036377,1.5111777782440186,bcelogitloss,avazu
Study fwfm logloss 0 16,fwfm,logloss,0,16,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,5,0.38235008667826126,0.7749296426773071,0.3905339104607414,0.7609307765960693,0.3895561771670166,0.7616459131240845,81.20434975624084,1.4668209552764893,bcelogitloss,avazu
Study fwfm auc 0 16,fwfm,auc,0,16,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,5,0.38235008667826126,0.7749296426773071,0.3905339104607414,0.7609307765960693,0.3895561771670166,0.7616459131240845,83.82750749588013,1.5298128128051758,bcelogitloss,avazu
Study fwfm logloss 0 8,fwfm,logloss,0,8,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,5,0.38508741860299234,0.7707093954086304,0.3909688090000809,0.7600324153900146,0.39002115933203346,0.7607178688049316,84.26988291740417,1.4954407215118408,bcelogitloss,avazu
Study fwfm auc 0 8,fwfm,auc,0,8,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,5,0.38508741860299234,0.7707093954086304,0.3909688090000809,0.7600324153900146,0.39002115933203346,0.7607178688049316,85.76437950134277,1.5120899677276611,bcelogitloss,avazu
Study fwfm logloss 0 16,fwfm,logloss,0,16,0.0017233288831716698,adagrad,1024,0_0,True,9.507143064099161e-05,7.319939418114052e-05,0.0,0,6,0.3815123519266338,0.7761123180389404,0.39056213898103265,0.7610284686088562,0.38957438811822315,0.7617435455322266,81.41845345497131,1.539806842803955,bcelogitloss,avazu
